Name,Type,Distance_km,Points,Elevation_Gain_m,Elevation_Loss_m,Coordinates
"MP101","infrastructure_point",0.735,11,0,0,""77.31242723818481,13.02285971394202";"77.31239967874677,13.02415720728282";"77.31245599370853,13.02509637861979";"77.3125231677365,13.02568105870165";"77.31262800089985,13.02642565328406";"77.31274001651225,13.02701437781478";"77.31287549824064,13.02751921717966";"77.31291460911474,13.02781621784361";"77.3129363850378,13.02831172310964";"77.31296151015083,13.02878368786741";"77.31309409301923,13.02941248416704""
"MP102","infrastructure_point",0.752,17,0,0,""77.31309409301923,13.02941248416704";"77.31334272315118,13.03042367210273";"77.31355050845444,13.03111129087466";"77.31365979508482,13.03160383731191";"77.31371118865415,13.03192145079361";"77.31385843926557,13.03285913885619";"77.31394244867957,13.03316066877182";"77.31400857090858,13.0335698097194";"77.31405812627585,13.0337979546478";"77.3141758196353,13.03407597029459";"77.31442358550572,13.03446372718279";"77.31447804864506,13.03463577788536";"77.31446446319606,13.03478748472126";"77.31435998127898,13.03526152836963";"77.31431821116931,13.03557118779886";"77.31433501942267,13.03588889661644";"77.31434375457549,13.03595482508312""
"MP103","infrastructure_point",0.802,35,0,0,""77.28489509087541,13.01885236728632";"77.2849309044092,13.01896244118559";"77.2849631305053,13.01907467713345";"77.28502741926667,13.01925744147714";"77.2850943140696,13.01946108936614";"77.28521393071466,13.01978773565684";"77.28527490906244,13.01997556410037";"77.28534304824919,13.02017416093756";"77.28546326785626,13.02045167983355";"77.28550580342699,13.02058828706076";"77.28554093098725,13.02071078512158";"77.2855956198829,13.02095283657312";"77.28564536388905,13.02109516355146";"77.28580326473303,13.02136057261255";"77.28610824800369,13.0217527314717";"77.28631943567734,13.02197953498485";"77.28645105992611,13.02211369042026";"77.28656211717774,13.02222940267995";"77.28662321246459,13.02233468087213";"77.28666615619387,13.02241486827075";"77.28669716957359,13.02257640601023";"77.28670624524948,13.02296458900328";"77.28667931554753,13.02318269691802";"77.28669489873393,13.02326461153864";"77.28671981152145,13.02336975507782";"77.28692512546458,13.02396113768113";"77.28699789737149,13.02416579157949";"77.28705308603026,13.02444460935768";"77.28710887865748,13.02472279330829";"77.28710624151792,13.02479787848172";"77.28709166642784,13.02485193073002";"77.28696131855561,13.02498262041941";"77.28691652151235,13.02505486966338";"77.28688619654996,13.02524385344754";"77.28691140618089,13.02547040510144""
"MP104","infrastructure_point",0.927,38,0,0,""77.30242033544772,13.0034292764712";"77.30251005683365,13.00350501821387";"77.30261042341,13.00356228457085";"77.3027050382438,13.00360140679096";"77.3027844089468,13.00363286578257";"77.30299808731743,13.0036726437018";"77.30324042452531,13.00369120198686";"77.30341401610639,13.00370876336226";"77.30352191258685,13.00374414438293";"77.30362704847447,13.00380723041878";"77.30378332580601,13.00395228509498";"77.3038978581808,13.0040343134238";"77.30410843141469,13.00413983754465";"77.30433047254243,13.00425489748616";"77.30457094812358,13.00437479803509";"77.30492274778916,13.00457960248156";"77.30510040642312,13.00467089528816";"77.30527579431626,13.00476125970427";"77.30541474744442,13.00482785259372";"77.30562320894364,13.00491189999447";"77.30590861744545,13.00500519807798";"77.30603467591686,13.00502267584922";"77.3061372654008,13.00502600441345";"77.30628926481077,13.00501225205779";"77.30652017526528,13.0049673295115";"77.30679127742299,13.00490421914876";"77.30701838299838,13.00485364440303";"77.30720426232277,13.00481479665662";"77.30749119541184,13.00474970396441";"77.30780341270899,13.00473994146775";"77.30796777990777,13.00474338690524";"77.30817994377523,13.0047570023872";"77.30871506575943,13.00480887909934";"77.3091979136704,13.00484350652075";"77.3096395064583,13.00489215814822";"77.31006090582214,13.00495873703142";"77.31021841532962,13.0049835997014";"77.31051347560248,13.00503062910411""
"MP105","infrastructure_point",1.194,24,0,0,""77.31426534438445,13.00110059314235";"77.31435668791589,13.00088368847991";"77.31441622876875,13.0006487308544";"77.31444941532938,13.00042753151092";"77.31447350257594,13.00015214848495";"77.31448254253974,12.9998502600683";"77.31441252622095,12.99906481462124";"77.31439686867179,12.99859074640895";"77.31440165275752,12.99832865933216";"77.31444065173802,12.99786080839832";"77.31451287590284,12.99748980006482";"77.3146325900231,12.99707694475402";"77.31476192786255,12.99644953890278";"77.31487261639565,12.9959986910807";"77.31501089311097,12.99551307330655";"77.31506120985685,12.99526989603544";"77.31509760021173,12.99490937426117";"77.31508174553393,12.99444998471525";"77.31505079833055,12.99377426843517";"77.31502284372306,12.99312420514463";"77.31502369549487,12.99257746711387";"77.31507229235287,12.99194006012983";"77.31517533139018,12.99115972449315";"77.31533604258384,12.99049312105027""
"MP106","infrastructure_point",0.074,6,0,0,""77.28446838940881,13.00015174898683";"77.28461104925995,13.00009909871112";"77.2846384120814,13.00008936095226";"77.28471233210635,13.00001455208076";"77.28500790967925,12.99981425684533";"77.28503695658863,12.99979725603851""
"MP107","infrastructure_point",1.388,33,0,0,""77.31188680205481,13.00501892594488";"77.31191501279514,13.00538246615606";"77.31196548555378,13.00571964695938";"77.31198349537456,13.00600870064536";"77.31197268676127,13.00629386812123";"77.31201037440759,13.00680685552599";"77.31198523345793,13.0071059922348";"77.3118651308144,13.00774209316104";"77.31181218854017,13.00798201861941";"77.31174274049582,13.00834699729988";"77.31161907373559,13.0088311897003";"77.31156232550664,13.00911811201077";"77.31157360510426,13.00936868533781";"77.31164262357967,13.00960989862703";"77.31181765928655,13.00994020725534";"77.31191440280759,13.01010402480037";"77.31201590130844,13.01034427001796";"77.31209740596742,13.01073714003122";"77.31211217812901,13.01099779413514";"77.31210907394971,13.01145123376742";"77.31208454120934,13.01179708628036";"77.31191608743319,13.01265533718901";"77.31173259021615,13.01371663843366";"77.31165274885929,13.01418744327559";"77.31155446833132,13.01469847046309";"77.31154285886899,13.0149256383286";"77.3116337556032,13.01540115971906";"77.31167746669247,13.01572412740489";"77.3116902781415,13.01600271202456";"77.31170963734067,13.01632480005302";"77.31171268865862,13.01657872932496";"77.31172841338055,13.0170017811369";"77.31175607145157,13.01728701692199""
"MP108","infrastructure_point",3.232,140,0,0,""77.28446838940881,13.00015174898683";"77.28464409025581,13.00009695772818";"77.28501258076747,12.99982709230811";"77.28516816379542,12.99974067787622";"77.28558032166367,12.99952463705274";"77.28622366951055,12.99924439568157";"77.28662088022078,12.99909112479354";"77.28710598733917,12.99894736699684";"77.2874145270373,12.99883506305251";"77.28758954687615,12.99876266915154";"77.2878296571862,12.99865274068345";"77.28789995969107,12.99863481777382";"77.28794095745536,12.99863290253675";"77.28798859023692,12.99864013293978";"77.28811742332937,12.99868351674625";"77.28827397207144,12.99872004851813";"77.28848968849867,12.9987596053676";"77.28862538705204,12.99877478439984";"77.28892117634602,12.99878388273692";"77.28900451412557,12.99876414889982";"77.28923797643102,12.99871250861924";"77.28925923712183,12.99870964911515";"77.28965461465536,12.99871951464768";"77.28983566275073,12.99877805568442";"77.29002072032398,12.99884434572465";"77.29021018459109,12.99898467818134";"77.29029653615838,12.99902740846824";"77.29052777681125,12.99910699607623";"77.29093085795564,12.99924107575527";"77.2911113240578,12.99930939673725";"77.29121982193392,12.99937215152317";"77.2914320223431,12.99949160659905";"77.2915889477273,12.9995869713792";"77.29191065041272,12.99978535692444";"77.29220732936986,12.99994051395353";"77.29253230199888,13.00010651636321";"77.29289312614304,13.00028747677919";"77.29320134962366,13.00043459482433";"77.29337085690061,13.00049307200133";"77.29354534427723,13.00052739310003";"77.29375935169445,13.00064777785117";"77.29387116160954,13.00071620890867";"77.29402124335223,13.00077538595119";"77.29413576558306,13.00079942753117";"77.29424041272668,13.00083861108138";"77.29434572117972,13.00089144507708";"77.29440033354098,13.00094631484753";"77.29445146071885,13.00103142546357";"77.29454092241447,13.00114750333284";"77.29459847489736,13.00119024030437";"77.29470061379514,13.00123782917454";"77.29482792946023,13.00128805449177";"77.29498542456267,13.00132872489445";"77.29519911283055,13.00135640247822";"77.29523762868136,13.00136076344871";"77.29541783021884,13.00141526214927";"77.2955921502614,13.00145125417304";"77.29568966635867,13.00147779468771";"77.29585440950336,13.00156254655604";"77.29593475498149,13.00162349516997";"77.29606574030855,13.001746397682";"77.29614674367566,13.0018394263472";"77.29625633486346,13.00200869924569";"77.29634637209163,13.00218441967642";"77.29642008056669,13.00231896776367";"77.29647533785044,13.00239557446979";"77.29653916687492,13.00245252717417";"77.2966187481606,13.00247781845879";"77.29669056578572,13.00248697093056";"77.29683238662848,13.00247715781375";"77.29703679831307,13.00245577131287";"77.29719372157174,13.00243221532794";"77.2973864773179,13.00239066086876";"77.29767996819605,13.00237131443435";"77.29801578993985,13.00231976870425";"77.2981881953434,13.00229908873753";"77.29843433425924,13.00229900496732";"77.29866491380578,13.00230760620015";"77.29894970564952,13.00234495084445";"77.29934276527882,13.00242265640783";"77.29991887859387,13.00260810081461";"77.30034186554064,13.00271860491564";"77.30052042644256,13.00275128171216";"77.30063981859665,13.00275448568213";"77.30075328893787,13.002784192477";"77.30093552195859,13.00285196951789";"77.30116623901368,13.00286814649728";"77.30139887935974,13.00284068632738";"77.30151380713797,13.00282208914941";"77.30158084157642,13.00283117189127";"77.3017390740967,13.00287708048116";"77.30187923459472,13.00294475500349";"77.30198141325127,13.00300083913134";"77.30211348630282,13.00314251766877";"77.30232159887463,13.00337224906782";"77.3024259126427,13.00346171877652";"77.30249450975941,13.00352030038689";"77.30256918935241,13.00355842682578";"77.30269189641527,13.00361699944226";"77.30278096167706,13.00365621798854";"77.30299474530874,13.00368736196383";"77.30318846891737,13.0037054799223";"77.30340856676094,13.00372922859415";"77.30346412468786,13.00374953302838";"77.30357570958881,13.00379806200955";"77.30371058130109,13.00391821241955";"77.30375822520126,13.00396038305107";"77.30383105749468,13.00401231524258";"77.30388222308942,13.00404870766133";"77.30412146356414,13.00416889909413";"77.30433675948957,13.00427928141568";"77.30455595822234,13.00439207070769";"77.3048846556686,13.00458451912041";"77.3051261313212,13.00471351937796";"77.30537577314082,13.00483365450879";"77.30563876289528,13.00493433057513";"77.30580384826281,13.00499043633222";"77.30590133745373,13.00502251023422";"77.30604378539752,13.00504868967333";"77.306147923859,13.00504610904535";"77.30626077141014,13.00503524843656";"77.30647604090673,13.00499837846534";"77.30704963256154,13.00486457947564";"77.30729670386238,13.0048171803059";"77.30740696012755,13.0047936296131";"77.30753017429984,13.00477625807519";"77.30774536119935,13.00476552957485";"77.30797461058991,13.00476839314868";"77.30847392262255,13.00480064918775";"77.30867759536356,13.00482428963943";"77.30895125921887,13.00485094528696";"77.309250596219,13.0048715109947";"77.30963863996482,13.0049119300739";"77.31021180371627,13.00500908421015";"77.31053454829892,13.00505670868503";"77.31076965276728,13.00510557577527";"77.31099431403831,13.005104811418";"77.31121729102907,13.00509053156232";"77.31144118002018,13.00505231473712";"77.31188680205481,13.00501892594488""
"MP109","infrastructure_point",0.619,31,0,0,""77.28691140618089,13.02547040510144";"77.28697607419316,13.02548473411203";"77.2873396789592,13.02544826005358";"77.28744247531108,13.02543403983598";"77.2876119534133,13.02540853523633";"77.28780914827765,13.02539114151187";"77.2879174761572,13.02540708287264";"77.2880009017475,13.02541675431098";"77.28807303550357,13.02541791543871";"77.28817633291315,13.02538560761113";"77.28832845616303,13.02530671324394";"77.28858163696837,13.02514776055687";"77.28867658189505,13.02509678173536";"77.28873945982737,13.02508037546155";"77.28877602028129,13.02510645692593";"77.28880776474604,13.02517919125385";"77.28886795626232,13.02542566963895";"77.28897843185385,13.0257988829772";"77.28905559388123,13.02598106920157";"77.28929212286634,13.02646401112332";"77.28946787521906,13.02679418151621";"77.28957988744901,13.02701561148528";"77.2895999141443,13.02709458584696";"77.28957854321392,13.02716282252393";"77.2895183533943,13.02725913614959";"77.28950971989669,13.02731670310507";"77.28952042009591,13.02736534116108";"77.28960450849974,13.0276276878";"77.28984579809487,13.02826725620789";"77.28989677979357,13.02840272322317";"77.28994373264611,13.02848947475808""
"MP110","infrastructure_point",1.503,68,0,0,""77.28503695658863,12.99979725603851";"77.28533433349962,12.99962563130587";"77.2856962117056,12.99945031655331";"77.28606655854858,12.99928519091086";"77.28641832388341,12.99914436018206";"77.28660773434932,12.99907611271173";"77.2870996576622,12.99893030649578";"77.28730173059098,12.99885523348808";"77.28759348299789,12.99873972910098";"77.28781506730921,12.99863308408911";"77.28793500198424,12.99860729568275";"77.28801081366812,12.99862322294512";"77.28812708782303,12.99866565541484";"77.28840473498379,12.99871655936477";"77.28854412629276,12.9987432354011";"77.28871364679073,12.9987598643106";"77.28891148365322,12.99876176692483";"77.28909892883388,12.99871973027353";"77.28924035886567,12.99869077177363";"77.28963617102771,12.99869983271586";"77.28967891240872,12.99870545505723";"77.29003394171359,12.99882730040649";"77.29021828940391,12.99896285026397";"77.2903056489471,12.999007835501";"77.29069602380778,12.99913925670096";"77.29112487447516,12.99929608512214";"77.29147925899073,12.99949270278697";"77.29193299135382,12.99977623385466";"77.2921664007361,12.9998930265729";"77.29226916907056,12.99994298840589";"77.29245868970771,13.00004088950186";"77.29268465380508,13.0001617516081";"77.29289565247085,13.00026578672191";"77.2932000832797,13.00040986182212";"77.29329601763796,13.00044781235432";"77.29339371154019,13.0004762606901";"77.29355243273733,13.00050390778003";"77.29380908461766,13.00065371192718";"77.29388269909076,13.00069945887079";"77.29402877580517,13.00075489507439";"77.29413452967643,13.00077826001499";"77.29424062021242,13.00080920172785";"77.29436251792224,13.00087229240675";"77.29441597106478,13.00092776006125";"77.29446288469774,13.00100597599204";"77.2945535007794,13.00112566036762";"77.29465987933577,13.00119352572456";"77.29482493187909,13.00126381662126";"77.29498480424071,13.00130462031276";"77.29523531535486,13.00133792982034";"77.29542701452242,13.00139817549668";"77.29559309069673,13.00142838513017";"77.29571651821918,13.00145950855219";"77.29585993422413,13.00154009774834";"77.29594779367623,13.00160433813048";"77.29611520741189,13.00176252600263";"77.2961655923514,13.00182398540973";"77.29626242681209,13.0019845958827";"77.29637100635223,13.00218451448263";"77.29643683757101,13.00230124196574";"77.29648968781858,13.00238366239681";"77.29654942100908,13.00242540726844";"77.29662521289968,13.00245186762426";"77.29668494944977,13.0024624404054";"77.2968226949382,13.00245311701996";"77.29698762503033,13.0024399361037";"77.29717588521478,13.00240916635727";"77.29739867152234,13.00237226661716""
"MP112","infrastructure_point",0.153,7,0,0,""77.31051347560248,13.00503062910411";"77.31053005228688,13.0049493602356";"77.31054368690027,13.00480320500745";"77.31059729205603,13.00443162976827";"77.31062089792302,13.00411859726218";"77.31063279681729,13.00404768328802";"77.31102191274552,13.00409183357397""
"MP113","infrastructure_point",1.235,44,0,0,""77.31674450904254,12.98195025113911";"77.3167942990995,12.98155329066826";"77.31682379778411,12.98101390840822";"77.31681197101125,12.9805987669108";"77.31674308241395,12.97995583183864";"77.31666152197606,12.97963293499981";"77.31683477556852,12.97960913189663";"77.31707224257966,12.97961759457375";"77.3171984175609,12.97962478673173";"77.317299056547,12.97962983371215";"77.31744925346733,12.97961160481582";"77.31751628967322,12.97957982073183";"77.31782752309584,12.97935634978473";"77.31807322583407,12.9791988493166";"77.31824621389882,12.9790876164744";"77.31844386413863,12.97893780612275";"77.31873151066667,12.97872093529618";"77.31896360904418,12.9785741808112";"77.31917116532493,12.97848067903865";"77.31944827817958,12.97835010982424";"77.31996125126246,12.9781121484203";"77.32025512409415,12.97798019059404";"77.32039656761835,12.97792878441701";"77.32053109957845,12.97788361608639";"77.32086470496557,12.97780835725957";"77.32104265742292,12.97776702036259";"77.32117874014003,12.97771722723746";"77.32132130179627,12.97762917125043";"77.32161882002315,12.97737028994919";"77.32177714269541,12.97731016096755";"77.32186716275689,12.97696310103062";"77.32192107606635,12.97673451710219";"77.32194062786563,12.97640914733674";"77.32196663056553,12.97617209186965";"77.32203542452119,12.97580932786288";"77.32207652182933,12.97538276142858";"77.32208923152595,12.97501467506176";"77.32205453963293,12.97483735964807";"77.32199333718698,12.9746909207732";"77.32192893325526,12.97461057090159";"77.32188058478445,12.9745753958948";"77.32190279033262,12.97444877797299";"77.32188252757484,12.97429622078471";"77.32192835631676,12.97429440769749""
"MP115","infrastructure_point",0.011,2,0,0,""77.31607686270665,12.98843287145606";"77.31617609702475,12.98846187667004""
"MP118","infrastructure_point",0.014,2,0,0,""77.31426534438445,13.00110059314235";"77.3143863978862,13.00114720469678""
"MP119","infrastructure_point",0.626,14,0,0,""77.31175607145157,13.01728701692199";"77.31190536976915,13.01796786940002";"77.31198426073915,13.01835655167184";"77.3120495990099,13.01884562660839";"77.3121197532396,13.01939487835756";"77.31215583193324,13.01964780894156";"77.31221320680382,13.01992690808401";"77.31228593257188,13.02021281800988";"77.31235097199335,13.02053633858739";"77.3123796363544,13.02081690425212";"77.3124134258039,13.02144908622332";"77.312430985941,13.0218482729147";"77.31243836195667,13.02231482399224";"77.31242723818481,13.02285971394202""
"MP122","infrastructure_point",0.016,2,0,0,""77.2993710766419,13.00241539871588";"77.2993965263775,13.00227734803708""
"MP123","infrastructure_point",0.011,2,0,0,""77.26221095433823,13.05185659401119";"77.26218305657343,13.05195041818013""
"MP124","infrastructure_point",0.019,2,0,0,""77.25013350855387,13.04447994490835";"77.24996199211367,13.04450409442581""
"MP125","infrastructure_point",0.05,4,0,0,""77.23872560613161,13.06917842846395";"77.23866242070325,13.06898881896261";"77.23861973116674,13.068839673849";"77.23870208153315,13.06879549056462""
"MP127","infrastructure_point",0.152,11,0,0,""77.26107934667768,13.05135666304268";"77.26119946703886,13.05126177409504";"77.26135554189227,13.05120678119052";"77.26156617513381,13.05114216802204";"77.26148739521484,13.0509908303413";"77.26140027803909,13.05078290601986";"77.26134312103859,13.0505749761342";"77.26134220783557,13.05053266639911";"77.2613580212379,13.05046250316343";"77.26136757851822,13.05042967836766";"77.26130497752642,13.05037463932849""
"MP128","infrastructure_point",0.139,6,0,0,""77.2304126570246,13.05362172391278";"77.23022761061577,13.05365715294203";"77.22989143197518,13.05365041192578";"77.22946460233841,13.05367139638311";"77.22946001313763,13.05352738696722";"77.22928477766524,13.05346400321981""
"MP129","infrastructure_point",0.137,11,0,0,""77.24374755714987,13.02867684506753";"77.24375596116717,13.02879956249305";"77.2437822190742,13.02893002625011";"77.24380112628673,13.02913314585586";"77.24382768269602,13.02925624829241";"77.24384540693336,13.02928796205484";"77.24397530072783,13.02940076894639";"77.24401040849386,13.02941653398987";"77.24407014413859,13.02941119525464";"77.24420802963613,13.02940340324247";"77.24433137749385,13.02957590239639""
"MP130","infrastructure_point",0.154,9,0,0,""77.26107934667768,13.05135666304268";"77.26112585503869,13.05140008385577";"77.26120501449812,13.05167066666873";"77.26125444991635,13.0517509234331";"77.26131247491014,13.05176340004419";"77.26157329682968,13.05174766386314";"77.26179532953854,13.05176577626638";"77.26211260944444,13.0518368125735";"77.26221095433823,13.05185659401119""
"MP131","infrastructure_point",0.309,21,0,0,""77.26832157448358,13.01612948712962";"77.26822295459196,13.01651430940608";"77.26814872903918,13.01672573327154";"77.26797557916161,13.01709578036257";"77.26786772411602,13.01725898422678";"77.26775039862136,13.01736523848861";"77.26770024964316,13.01739298956431";"77.26765071067605,13.01741498306246";"77.26762567738558,13.01745124041309";"77.26767602173359,13.01757324451965";"77.2678465656111,13.01755754329028";"77.26789049039134,13.01761884373883";"77.26795869947125,13.01772883566068";"77.26797331243574,13.0178112357543";"77.26795581983491,13.01784309105809";"77.267860210304,13.01790653939879";"77.26781264703705,13.01794667188027";"77.26770247408182,13.01804309468753";"77.26757143415098,13.01812868137031";"77.26750820581404,13.01815304861807";"77.26751116804171,13.01824507230331""
"MP132","infrastructure_point",0.189,14,0,0,""77.2437835970234,13.01838138378713";"77.24374476448712,13.01842672275676";"77.24365999591716,13.01851132119418";"77.24359531795854,13.01859896010643";"77.24358654684026,13.01869759059364";"77.24357900196851,13.0187861213633";"77.24351538051245,13.01897306789429";"77.24346876338919,13.01913236342623";"77.2434710166102,13.01929820721275";"77.24349813681569,13.01951064220874";"77.2435445083685,13.01977432315654";"77.24354715231759,13.01992007133904";"77.24357579845105,13.01993798473709";"77.24360495147087,13.01995830203693""
"MP133","infrastructure_point",0.235,12,0,0,""77.24562235506855,13.01891042227589";"77.24549988564635,13.01876418069902";"77.24532306546206,13.01855951503192";"77.24518990513926,13.01841637209361";"77.2450656184289,13.01826465628182";"77.24500701612165,13.01824967821238";"77.24452403639381,13.01833261715344";"77.24438948082815,13.01830917080812";"77.24423296807828,13.01830940645548";"77.2438907494081,13.01837226599737";"77.24384643076542,13.01837523810927";"77.2437835970234,13.01838138378713""
"MP134","infrastructure_point",0.363,18,0,0,""77.25485186932254,13.01744388670415";"77.25482850586278,13.01734799159859";"77.25480490891529,13.0172358822741";"77.2547905403251,13.01715131272821";"77.25487268862193,13.01710035171032";"77.25484253729259,13.01696710304642";"77.25479947839264,13.01674511278759";"77.25481420980611,13.01667863930442";"77.2542888163153,13.01671714933766";"77.25429015676212,13.01697453942623";"77.25415911273903,13.01708208812125";"77.2539866636477,13.01714625458317";"77.25376471542316,13.01717755904988";"77.25367946780723,13.0171312421377";"77.253420228568,13.01681651593342";"77.25320321235853,13.01673698364438";"77.25286371339989,13.01665151307959";"77.25282379141278,13.01664398483656""
"MP135","infrastructure_point",0.244,11,0,0,""77.2462807939893,13.03967168467573";"77.246480870283,13.03968434510744";"77.24663822040385,13.03969359391398";"77.24677914807954,13.03969785105663";"77.24701053179301,13.03967607139181";"77.24725796849236,13.03960119988257";"77.24744990968367,13.03952447908641";"77.24767876770561,13.03943069022785";"77.24802457776774,13.03930116317513";"77.24821174592523,13.03923379275003";"77.24843748587219,13.0391655502575""
"MP136","infrastructure_point",0.248,13,0,0,""77.25485186932254,13.01744388670415";"77.25490587279903,13.0174212328144";"77.25506026622426,13.01732550296156";"77.25519383960302,13.01723299886702";"77.2552968660647,13.01714728487179";"77.25535882999965,13.01708280626838";"77.25541381368323,13.01701689984552";"77.25551430528631,13.01684131284356";"77.25563071461278,13.01674998084794";"77.2557422288326,13.01669920008575";"77.25605520068945,13.01655648222859";"77.25658178758847,13.0163841211418";"77.25676194842654,13.01632402686434""
"MP137","infrastructure_point",0.268,9,0,0,""77.23409407451244,13.06404590338555";"77.23380458309471,13.06422275938768";"77.23360137202121,13.06427582846785";"77.23330904674128,13.06430697158852";"77.23295455982324,13.06437068162638";"77.23265212458212,13.06443864468238";"77.23206317881899,13.06460933030793";"77.23187506806754,13.06466576012525";"77.23183717279231,13.06453225997791""
"MP138","infrastructure_point",0.268,13,0,0,""77.24791842808074,13.01816148698174";"77.24777977346747,13.01821446840542";"77.24763623018838,13.01829406754996";"77.2475465787966,13.01837139013076";"77.24746796118123,13.01843531830063";"77.2473614454332,13.01848375188751";"77.24711353826898,13.01850113977319";"77.24670711344562,13.01856137837502";"77.24646013367294,13.0185934368753";"77.2462602886079,13.01861863450231";"77.24607658623174,13.01867643436649";"77.24592356257806,13.01876825269868";"77.24562235506855,13.01891042227589""
"MP139","infrastructure_point",0.326,9,0,0,""77.25072849923683,13.01716594943641";"77.25034244991991,13.0173045708933";"77.25016560724747,13.01739533198607";"77.24994998588011,13.01754678932343";"77.24966848268814,13.01764610133946";"77.24914188053215,13.0178024852934";"77.24866669603082,13.01791820103116";"77.24821635889488,13.01804384233932";"77.24791842808074,13.01816148698174""
"MP140","infrastructure_point",0.327,7,0,0,""77.25378198649368,13.02380032881172";"77.25328824432363,13.02263287820162";"77.25314588224548,13.0222322819882";"77.25307965538718,13.02196219044854";"77.25303846660499,13.02173360898478";"77.25300466305764,13.02127285306524";"77.25297771159747,13.02099026977643""
"MP141","infrastructure_point",0.365,20,0,0,""77.25168180005991,13.0184142808307";"77.25177274267713,13.01839237726098";"77.25203697863904,13.01837798535017";"77.25230444216575,13.01837536631213";"77.25242928456775,13.01835649078067";"77.25252786754113,13.01831893564085";"77.25269372588362,13.01821542300399";"77.25278904338468,13.01816007929809";"77.25291612982005,13.01808590104171";"77.25304448287596,13.01802099096064";"77.25320708579122,13.01794998365894";"77.25338954205824,13.01788602918435";"77.25350938860527,13.01784581685842";"77.25358751661045,13.01781988594474";"77.2538592008078,13.01771402689025";"77.25401346806302,13.0176573789032";"77.2541837035324,13.01759939647374";"77.25444357515838,13.01753894815953";"77.25466756504322,13.01749239261737";"77.25485186932254,13.01744388670415""
"MP142","infrastructure_point",0.499,27,0,0,""77.24163547746726,13.03463519276405";"77.24148522913303,13.03460047944524";"77.24144505419298,13.03489258734884";"77.24141748401216,13.03510421886169";"77.24134497622265,13.03534270505664";"77.24133579823659,13.03552161433874";"77.24134113933144,13.03558458939734";"77.24135590469518,13.03567336363486";"77.24138415852467,13.03577415984276";"77.24142102950624,13.03590067694955";"77.24145465407305,13.03601715796094";"77.24145083525235,13.0361588942386";"77.24143673649115,13.03631229997056";"77.24140822009099,13.03647602593648";"77.24137588441182,13.03673915464074";"77.24133551216997,13.03683529742453";"77.24128738827619,13.03693208872561";"77.24118326872798,13.03711104123488";"77.24118497190041,13.03722619919502";"77.24118633128869,13.03728963495245";"77.24122571385718,13.0375036940957";"77.241315109594,13.03773583592217";"77.24135681669321,13.03790099080929";"77.24147151846215,13.03801215544808";"77.24178021774284,13.038408073896";"77.2418895678018,13.03850707435729";"77.24201375525344,13.03855376485099""
"MP143","infrastructure_point",0.544,19,0,0,""77.24201375525344,13.03855376485099";"77.24216930267606,13.03855097774261";"77.24235167658425,13.03850798694329";"77.24258741436589,13.03845147237345";"77.242759582166,13.03842055635481";"77.24300671097411,13.03839102099368";"77.24333705386366,13.03837756648814";"77.24373735834082,13.03837060808045";"77.24414199339799,13.03836364567637";"77.24436924813149,13.03835619185913";"77.24461108485309,13.03832496385168";"77.24468981515597,13.03834791473192";"77.24477696073743,13.03843563152461";"77.2450834397928,13.03920889882665";"77.24516876361508,13.03934603693815";"77.24528721468663,13.03943548843591";"77.24549563705523,13.03952194433151";"77.24585701577534,13.03961086954476";"77.2462807939893,13.03967168467573""
"MP144","infrastructure_point",0.654,25,0,0,""77.23409407451244,13.06404590338555";"77.234205496361,13.06424155260683";"77.23433652688071,13.06466073796766";"77.23440224392687,13.06486950584623";"77.23450891538258,13.06507694698867";"77.23466531438243,13.065230439859";"77.23482018592131,13.06533454177335";"77.2350063133507,13.0653803630933";"77.23521158789217,13.06538405422435";"77.23537985415683,13.06533014275051";"77.23552273778525,13.0652752123817";"77.23570677650808,13.06520143897032";"77.23582838724406,13.06517886916635";"77.2360431691388,13.0651372931824";"77.23610766871391,13.06512633441594";"77.23626801848307,13.06513188176439";"77.23634215871672,13.06517712001372";"77.23640162073701,13.06526891373684";"77.23648184182349,13.065494194782";"77.2365841345888,13.06583649296623";"77.23679261196526,13.06656241563827";"77.23687743131211,13.06696977270459";"77.23698648000041,13.06749471097241";"77.23700909734407,13.06762197019066";"77.237120151281,13.06789059604778""
"MP145","infrastructure_point",0.627,26,0,0,""77.24352931602115,13.05586214080649";"77.24314816934486,13.05590964230686";"77.24293733294328,13.05586440701549";"77.24262951910023,13.05589345297875";"77.24235861216353,13.05589722147638";"77.24209472565369,13.05591453064028";"77.24143682032879,13.05598625047621";"77.24125746991842,13.05596726242634";"77.24116060296723,13.05593758243654";"77.24096746304379,13.05587711415466";"77.24078808944476,13.05583405074719";"77.24071108754852,13.05581654455226";"77.24040457838521,13.05578061244725";"77.24018391037183,13.05574529713387";"77.23995973271236,13.05564672618736";"77.2397488176977,13.05552018972249";"77.23950121182469,13.05529243171639";"77.23935428896542,13.05516515935612";"77.2392001469942,13.05510675041323";"77.23896099337057,13.05510995736552";"77.23880659932473,13.05514079588324";"77.2387144676432,13.05515707478893";"77.23865964963845,13.05501136019193";"77.23860863533243,13.05481992349498";"77.23850078386724,13.05456437346414";"77.23855425347416,13.05451749781508""
